date,annee,mois,region,marche,categorie,produit,unite,prix_fcfa,source
2019-05-01,2019,5,Sud-Ouest,Marché de Kumba,Farines & Dérivés,Gari (farine de manioc),kg,275,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Kumba,Condiments & Épices,Gingembre,kg,1117,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Légumes,Gombo (okra),kg,645,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Légumineuses,Haricot sec,kg,801,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Huiles & Matières grasses,Huile de palme,litre,1158,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Huiles & Matières grasses,Huile végétale raffinée,litre,1032,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Tubercules,Igname,kg,329,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Tubercules,Macabo (taro),kg,187,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Fruits,Mangue,kg,337,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché Central de Buéa,Tubercules,Manioc cossette,kg,254,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Tubercules,Manioc frais,kg,180,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Poissons & Fruits de mer,Maquereau frais,kg,851,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Céréales,Maïs blanc,kg,295,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Céréales,Maïs jaune,kg,311,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché Central de Buéa,Céréales,Millet,kg,213,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Viandes & Protéines,Mouton,kg,2607,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Légumineuses,Niébé (haricot),kg,750,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Légumes,Oignon,kg,490,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Condiments & Épices,Oignon séché,kg,769,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Fruits,Orange,kg,273,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché Central de Buéa,Fruits,Papaye,kg,276,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Fruits,Pastèque,kg,242,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Tubercules,Patate douce,kg,234,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Légumes,Piment frais,kg,1034,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Légumineuses,Pois jaune,kg,579,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Tubercules,Pomme de terre,kg,556,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Viandes & Protéines,Porc,kg,1863,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Viandes & Protéines,Poulet,kg,1832,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Huiles & Matières grasses,Pâte d'arachide,kg,1356,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Céréales,Riz importé long grain,kg,637,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Céréales,Riz local,kg,425,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Poissons & Fruits de mer,Sardine,kg,884,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Condiments & Épices,Sel,kg,266,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché Central de Buéa,Poissons & Fruits de mer,Silure (poisson-chat),kg,2415,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Légumineuses,Soja,kg,413,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché Central de Buéa,Céréales,Sorgho blanc,kg,176,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Céréales,Sorgho rouge,kg,173,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Condiments & Épices,Sucre raffiné,kg,723,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Kumba,Farines & Dérivés,Tapioca,kg,316,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Boissons & Cacao,Thé,kg,2195,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Poissons & Fruits de mer,Tilapia frais,kg,1991,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Great Soppo,Poissons & Fruits de mer,Tilapia fumé,kg,2376,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Limbe,Légumes,Tomate,kg,384,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché Central de Buéa,Viandes & Protéines,Wagashi (fromage),kg,1398,WFP/AgriPulse
2019-05-01,2019,5,Sud-Ouest,Marché de Munya,Viandes & Protéines,Œufs,douzaine,1288,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Condiments & Épices,Ail,kg,1802,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Fruits,Ananas,pièce,592,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Légumineuses,Arachide,kg,510,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Fruits,Avocat,kg,638,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Bananes & Plantains,Banane dessert,kg,373,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Nyambaka,Bananes & Plantains,Banane plantain,régime,1905,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Céréales,Blé,kg,541,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Viandes & Protéines,Bœuf,kg,2484,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Nyambaka,Boissons & Cacao,Cacao,kg,885,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Boissons & Cacao,Café robusta,kg,1867,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Légumes,Carotte,kg,336,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Légumes,Choux,pièce,256,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Viandes & Protéines,Chèvre,kg,2346,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Poissons & Fruits de mer,Crevettes sèches,kg,3163,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Somie,Viandes & Protéines,Escargot,kg,2338,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Somie,Farines & Dérivés,Farine de blé,kg,504,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Farines & Dérivés,Farine de maïs,kg,292,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Légumes,Feuilles d'okok,botte,290,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Légumes,Feuilles de manioc,botte,212,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Farines & Dérivés,Gari (farine de manioc),kg,248,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Condiments & Épices,Gingembre,kg,1048,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Légumes,Gombo (okra),kg,601,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Somie,Légumineuses,Haricot sec,kg,716,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Huiles & Matières grasses,Huile de palme,litre,1126,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Huiles & Matières grasses,Huile végétale raffinée,litre,1091,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Tubercules,Igname,kg,307,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Tubercules,Macabo (taro),kg,170,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Fruits,Mangue,kg,347,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Tubercules,Manioc cossette,kg,232,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Tubercules,Manioc frais,kg,198,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Poissons & Fruits de mer,Maquereau frais,kg,749,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Céréales,Maïs blanc,kg,289,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Céréales,Maïs jaune,kg,250,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Céréales,Millet,kg,198,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Viandes & Protéines,Mouton,kg,2465,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Nyambaka,Légumineuses,Niébé (haricot),kg,661,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Légumes,Oignon,kg,496,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Condiments & Épices,Oignon séché,kg,776,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Nyambaka,Fruits,Orange,kg,254,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Fruits,Papaye,kg,256,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Nyambaka,Fruits,Pastèque,kg,230,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Tubercules,Patate douce,kg,230,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Légumes,Piment frais,kg,1048,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Légumineuses,Pois jaune,kg,494,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Tubercules,Pomme de terre,kg,441,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Somie,Viandes & Protéines,Porc,kg,1931,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Viandes & Protéines,Poulet,kg,1537,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Huiles & Matières grasses,Pâte d'arachide,kg,1198,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Somie,Céréales,Riz importé long grain,kg,574,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Céréales,Riz local,kg,437,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Poissons & Fruits de mer,Sardine,kg,817,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Condiments & Épices,Sel,kg,260,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Nyambaka,Poissons & Fruits de mer,Silure (poisson-chat),kg,2084,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Légumineuses,Soja,kg,390,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Nyambaka,Céréales,Sorgho blanc,kg,167,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Céréales,Sorgho rouge,kg,155,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Condiments & Épices,Sucre raffiné,kg,774,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché à bétail de Ngaoundéré,Farines & Dérivés,Tapioca,kg,283,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Boissons & Cacao,Thé,kg,2203,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Somie,Poissons & Fruits de mer,Tilapia frais,kg,1861,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Somie,Poissons & Fruits de mer,Tilapia fumé,kg,2353,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Tibati,Légumes,Tomate,kg,374,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché de Nyambaka,Viandes & Protéines,Wagashi (fromage),kg,1184,WFP/AgriPulse
2019-05-16,2019,5,Adamaoua,Marché centrale de Ngaoundéré,Viandes & Protéines,Œufs,douzaine,1152,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Condiments & Épices,Ail,kg,2021,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Fruits,Ananas,pièce,593,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Légumineuses,Arachide,kg,640,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché NSAM,Fruits,Avocat,kg,710,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Bananes & Plantains,Banane dessert,kg,443,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Bananes & Plantains,Banane plantain,régime,1951,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Céréales,Blé,kg,572,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Viandes & Protéines,Bœuf,kg,2719,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Boissons & Cacao,Cacao,kg,1040,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché NSAM,Boissons & Cacao,Café robusta,kg,2243,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Légumes,Carotte,kg,387,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Légumes,Choux,pièce,282,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Viandes & Protéines,Chèvre,kg,2763,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Poissons & Fruits de mer,Crevettes sèches,kg,3538,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Viandes & Protéines,Escargot,kg,2711,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Farines & Dérivés,Farine de blé,kg,598,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Farines & Dérivés,Farine de maïs,kg,347,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Légumes,Feuilles d'okok,botte,346,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Légumes,Feuilles de manioc,botte,244,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Farines & Dérivés,Gari (farine de manioc),kg,284,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Condiments & Épices,Gingembre,kg,1219,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Légumes,Gombo (okra),kg,686,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Légumineuses,Haricot sec,kg,857,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Huiles & Matières grasses,Huile de palme,litre,1110,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Huiles & Matières grasses,Huile végétale raffinée,litre,1070,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché NSAM,Tubercules,Igname,kg,322,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Tubercules,Macabo (taro),kg,188,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché NSAM,Fruits,Mangue,kg,399,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Tubercules,Manioc cossette,kg,265,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Tubercules,Manioc frais,kg,207,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Poissons & Fruits de mer,Maquereau frais,kg,778,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché NSAM,Céréales,Maïs blanc,kg,336,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Céréales,Maïs jaune,kg,293,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Céréales,Millet,kg,242,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Viandes & Protéines,Mouton,kg,3196,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Légumineuses,Niébé (haricot),kg,738,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Légumes,Oignon,kg,496,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Condiments & Épices,Oignon séché,kg,924,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Fruits,Orange,kg,292,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Fruits,Papaye,kg,297,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Fruits,Pastèque,kg,305,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Tubercules,Patate douce,kg,237,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Légumes,Piment frais,kg,1155,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Légumineuses,Pois jaune,kg,552,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Tubercules,Pomme de terre,kg,583,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Viandes & Protéines,Porc,kg,2199,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Viandes & Protéines,Poulet,kg,1838,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché NSAM,Huiles & Matières grasses,Pâte d'arachide,kg,1502,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Biyem-Assi,Céréales,Riz importé long grain,kg,624,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Céréales,Riz local,kg,490,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Poissons & Fruits de mer,Sardine,kg,907,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché NSAM,Condiments & Épices,Sel,kg,310,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Nkoa-Bang,Poissons & Fruits de mer,Silure (poisson-chat),kg,2439,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Légumineuses,Soja,kg,416,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Céréales,Sorgho blanc,kg,193,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Céréales,Sorgho rouge,kg,194,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Condiments & Épices,Sucre raffiné,kg,918,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché NSAM,Farines & Dérivés,Tapioca,kg,304,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Boissons & Cacao,Thé,kg,2481,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Poissons & Fruits de mer,Tilapia frais,kg,1838,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Poissons & Fruits de mer,Tilapia fumé,kg,2606,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché de Mokolo,Légumes,Tomate,kg,418,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Viandes & Protéines,Wagashi (fromage),kg,1387,WFP/AgriPulse
2019-05-16,2019,5,Centre,Marché Artisanal de Tsinga,Viandes & Protéines,Œufs,douzaine,1318,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Condiments & Épices,Ail,kg,1604,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Bertoua,Fruits,Ananas,pièce,486,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Batouri,Légumineuses,Arachide,kg,468,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Fruits,Avocat,kg,571,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Bananes & Plantains,Banane dessert,kg,366,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Bananes & Plantains,Banane plantain,régime,1652,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Bertoua,Céréales,Blé,kg,449,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Viandes & Protéines,Bœuf,kg,1847,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Boissons & Cacao,Cacao,kg,801,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Boissons & Cacao,Café robusta,kg,1490,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Légumes,Carotte,kg,261,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Batouri,Légumes,Choux,pièce,222,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Viandes & Protéines,Chèvre,kg,2013,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Poissons & Fruits de mer,Crevettes sèches,kg,2684,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Viandes & Protéines,Escargot,kg,2200,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Farines & Dérivés,Farine de blé,kg,462,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Farines & Dérivés,Farine de maïs,kg,259,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Légumes,Feuilles d'okok,botte,241,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Légumes,Feuilles de manioc,botte,172,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Farines & Dérivés,Gari (farine de manioc),kg,235,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Condiments & Épices,Gingembre,kg,937,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Légumes,Gombo (okra),kg,526,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Batouri,Légumineuses,Haricot sec,kg,669,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Huiles & Matières grasses,Huile de palme,litre,975,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Batouri,Huiles & Matières grasses,Huile végétale raffinée,litre,856,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Tubercules,Igname,kg,258,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Tubercules,Macabo (taro),kg,152,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Fruits,Mangue,kg,288,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Tubercules,Manioc cossette,kg,194,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Batouri,Tubercules,Manioc frais,kg,152,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Poissons & Fruits de mer,Maquereau frais,kg,671,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Céréales,Maïs blanc,kg,255,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Bertoua,Céréales,Maïs jaune,kg,229,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Batouri,Céréales,Millet,kg,178,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Bertoua,Viandes & Protéines,Mouton,kg,2423,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Légumineuses,Niébé (haricot),kg,566,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Légumes,Oignon,kg,429,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Condiments & Épices,Oignon séché,kg,752,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Fruits,Orange,kg,222,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Fruits,Papaye,kg,219,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Fruits,Pastèque,kg,216,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Tubercules,Patate douce,kg,202,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Légumes,Piment frais,kg,877,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Légumineuses,Pois jaune,kg,453,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Tubercules,Pomme de terre,kg,463,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Batouri,Viandes & Protéines,Porc,kg,1606,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Batouri,Viandes & Protéines,Poulet,kg,1451,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Huiles & Matières grasses,Pâte d'arachide,kg,1030,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Céréales,Riz importé long grain,kg,501,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Bertoua,Céréales,Riz local,kg,327,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Poissons & Fruits de mer,Sardine,kg,807,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Condiments & Épices,Sel,kg,231,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Poissons & Fruits de mer,Silure (poisson-chat),kg,1785,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Légumineuses,Soja,kg,341,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Yokadouma,Céréales,Sorgho blanc,kg,150,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché d'Abong-Mbang,Céréales,Sorgho rouge,kg,144,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Bertoua,Condiments & Épices,Sucre raffiné,kg,684,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Farines & Dérivés,Tapioca,kg,229,WFP/AgriPulse
2019-05-16,2019,5,Est,Marché de Dimako,Boissons & Cacao,Thé,kg,1809,WFP/AgriPulse
